#Protein	         CTR	         STS	        METF	    STSMETF
E9Q1M5  	     1.17763	    0.024361	   -0.560313	  -0.641677
E9Q1P8  	      1.1464	    0.512503	   -0.524862	   -1.13404
E9Q1S3  	   -0.186055	     1.08355	    -1.37134	   0.473836
Q6PHZ2  	    -1.32811	   -0.119292	    0.185012	    1.26239
E9Q467  	   -0.536572	    -1.08824	    0.977258	   0.647552
E9Q258  	   -0.610981	   -0.932468	    0.982573	   0.560876
E9Q265  	   -0.624886	   -0.766679	     0.11019	    1.28138
Q5SU73  	   -0.421231	  0.00861969	   -0.623857	    1.03647
E9Q2B2  	    0.218519	     1.18402	   -0.756602	  -0.645936
E9Q2H1  	     1.29667	   -0.166602	   -0.576195	  -0.553872
P51791-2	     0.23037	    -1.14742	    0.356224	   0.560829
E9Q2I4  	    0.739864	    0.768555	   -0.301017	    -1.2074
Q9CR29  	  -0.0566893	   -0.964206	   0.0284993	   0.992396
E9Q317  	    -1.43974	  -0.0842615	    0.723394	   0.800608
E9Q392  	    0.680309	    0.826421	   -0.371157	   -1.13557
P62876  	     1.03523	   -0.220796	   -0.810091	-0.00434215
Q8CC35-2	     0.22909	     1.27028	   -0.524903	   -0.97447
E9Q3E4  	   -0.118501	    -1.15938	    0.821422	   0.456461
E9Q3G7  	    0.697384	    0.975662	   -0.695386	   -0.97766
E9Q3G8  	  -0.0206966	    -1.10628	    0.219165	   0.907813
E9Q3K3  	   -0.946739	   -0.833183	    0.685333	    1.09459
Q9Z129-2	    0.764195	    0.617125	   -0.753383	  -0.627936
E9Q3P4  	    0.406641	      0.1716	    0.746642	   -1.32488
E9Q517  	    -1.03123	   -0.724737	    0.768895	   0.987071
E9Q3X4  	    -1.04928	    0.269339	    0.697799	  0.0821401
E9Q3Y4  	    0.157391	    0.768236	   -0.736594	  -0.189033
E9Q411  	    -1.45331	    0.192705	    0.320794	   0.939814
E9Q421  	   -0.572428	   -0.168155	    0.871033	   -0.13045
E9Q481  	    0.626531	    0.236246	   0.0891323	  -0.951909
E9Q4F4  	    -1.15994	   -0.395026	    0.731275	   0.823688
E9Q4M4  	    -1.40704	    0.130358	    0.438178	   0.838506
E9Q4N7  	   -0.189744	    0.410529	   -0.518127	   0.297342
E9Q4P1  	   -0.798958	  -0.0250757	  -0.0339519	   0.857985
O70566  	   -0.837305	   -0.574441	    0.319544	     1.0922
E9Q555  	    -1.26572	     1.31469	   -0.348145	   0.299174
P46735-2	    -0.99929	   -0.219208	    0.996547	   0.221952
E9Q586  	     -1.2021	   -0.306884	    0.285305	    1.22368
E9Q5C9  	   -0.219037	    -1.39267	    0.585108	     1.0266
E9Q5G3  	    0.668684	    0.942753	   -0.158969	   -1.45247
Q8K0Z5  	   -0.348997	   -0.520358	   -0.499255	    1.36861
E9Q5K9-3	    -1.05586	   0.0163931	    0.509561	   0.529903
Q5SSH7-2	    0.660436	    0.466918	  -0.0432881	   -1.08407
E9Q634  	   -0.518631	   -0.731403	    0.856657	   0.393377
E9Q640  	   -0.553709	   -0.795877	   -0.034643	    1.38423
Q8BN58-2	   -0.514133	    0.720181	    0.376608	  -0.582656
E9Q6B6  	   -0.559795	    -0.30679	    -0.36448	    1.23106
E9Q6C1  	    0.508349	    0.808471	    -0.24179	   -1.07503
Q3UIX4  	    0.156229	   -0.843301	    0.184488	   0.502584
E9Q6L0  	    0.762309	     0.40335	   -0.376244	  -0.789415
E9Q6Q4  	   -0.485182	    0.736673	    0.545642	  -0.797133
E9Q6R7  	    -1.19987	    0.825424	   -0.451026	    0.82547
E9Q6U4  	    0.184277	   -0.394361	   -0.739394	   0.949478
E9Q6Z3  	    0.389214	    0.337118	   -0.256732	    -0.4696
Q9R0B9  	    0.371773	    0.580263	   -0.245992	  -0.706044
E9Q774  	    0.486901	    0.663914	   -0.841748	  -0.309067
Q5UE59  	   -0.116924	    -1.05072	    0.888037	    0.27961
E9Q7E2  	    0.808425	    0.671002	  -0.0320581	   -1.44737
E9Q7G0  	   -0.569895	    0.844276	    -1.00621	   0.731824
E9Q7L1  	    0.122306	    -1.21167	    0.472595	   0.616772
E9Q7M2  	   -0.978694	   -0.395248	    0.748334	   0.625607
E9Q7U2  	   -0.610251	    -1.11067	    0.352061	    1.36886
E9Q7W0  	     1.35944	   0.0654265	    -1.20253	  -0.222339
E9Q855  	   -0.306417	   -0.224954	   -0.495516	    1.02689
Q8BKC8-2	   -0.265365	     1.17544	   -0.874376	 -0.0356988
E9Q8D0  	       1.102	     0.22413	   -0.782965	  -0.543163
E9Q8F1  	    0.762103	    0.866438	    -1.10718	  -0.521361
E9Q8I7  	    -0.32728	    -1.17176	    0.230923	    1.26812
Q6ZPZ3-2	   -0.638973	    0.608972	   -0.421776	   0.451776
Q9D620  	   -0.741086	   -0.823646	     1.08966	   0.475076
E9Q8N0  	    0.216429	     1.30699	   -0.918724	  -0.604698
Q8BRT1  	    0.609481	    0.297991	    0.569507	   -1.47698
G3UZF0  	   -0.510561	   0.0288368	     1.20649	   -0.72477
E9Q8X9  	    0.503479	    0.174998	     0.27126	  -0.949738
G3X9V2  	    0.925271	    0.917918	   -0.834349	   -1.00884
E9Q912  	    -1.14521	   -0.086209	    0.777185	   0.454238
E9Q933  	    0.444532	    -1.37772	   -0.175335	    1.10852
E9Q9B7  	   -0.371026	   -0.573229	   -0.603011	    1.54727
E9Q9C3  	     -0.2521	    0.554035	    -1.15256	   0.850626
E9Q9D5-3	     0.13545	  0.00850835	    0.724138	  -0.868096
E9Q9E1  	     1.36092	    -1.17077	   -0.097095	 -0.0930607
Q3V1L4  	    0.285851	     -1.1459	    0.873059	 -0.0130148
Q3U5P2  	   -0.203008	     1.35432	   -0.971346	  -0.179966
E9QA15  	    -1.32312	   -0.319025	    0.651746	   0.990403
E9QA16  	    -1.40364	    0.263715	  -0.0549751	     1.1949
Q8BT14-2	   -0.550771	   -0.131966	   -0.152724	   0.835461
E9QA46  	    -1.12726	    0.355556	    0.510661	   0.261042
E9QAF9  	    0.124857	   -0.795688	   -0.560416	    1.23125
F6W8W7  	    0.380146	    0.929364	   -0.918635	  -0.390875
E9QAS4  	    0.791283	    0.551227	   -0.301514	     -1.041
Q7TNC9  	   -0.813618	   -0.599053	    0.999921	    0.41275
Q9CZM2  	   -0.605209	    -1.06736	    0.532697	    1.13988
Q68FL6  	    -0.08654	    -1.50171	    0.628546	   0.959703
Q80ZK0  	     -1.6517	    0.474091	    0.539181	    0.63843
Q3UMQ8  	    0.540421	   -0.847725	    0.728516	  -0.421213
Q68ED3  	     1.25744	    0.127892	   -0.364292	   -1.02104
Q8CG79  	    0.318738	     1.08649	    -0.98461	  -0.420617
E9QJV4  	   -0.247376	   -0.717321	   -0.290465	    1.25516
Q9QXJ2  	    -1.21685	     1.21083	   -0.550637	   0.556657
E9QK48  	    -1.15295	   -0.176463	    0.032856	    1.29656
E9QK83  	   -0.558365	    -1.28079	    0.966879	   0.872273
Q5PSV9  	    0.363067	    0.605182	   -0.952534	 -0.0157145
E9QKD1  	   -0.504538	   -0.327608	    0.793578	  0.0385689
E9QKE4  	  0.00796363	    -1.10737	   0.0283701	    1.07104
E9QKG3  	    0.177632	    0.255906	     1.01834	   -1.45188
Q6PG16-2	     1.44423	   0.0279657	   -0.735437	  -0.736762
E9QKK1  	     1.22407	   -0.507742	    0.431334	   -1.14766
Q99NG0  	   -0.368797	   -0.163933	    0.789307	  -0.256578
E9QKL6  	    -1.33048	     0.41473	  -0.0302675	   0.946013
Q9Z2Q2  	    0.933734	    -1.27744	     0.22099	   0.122712
Q91ZP3-2	     0.60135	     1.18071	   -0.893951	  -0.888105
Q03173-6	   -0.933317	   0.0590363	   -0.396627	    1.27091
E9QKT1  	   -0.184317	    -1.39841	    0.602937	   0.979791
Q8CIC2  	   -0.418455	   -0.705918	  0.00476382	    1.11961
E9QL65  	   -0.772668	    0.973559	   0.0833332	  -0.284224
E9QLA5  	   -0.151024	    -1.06188	    0.140012	    1.07289
Q3UFF7  	   -0.718448	     0.62303	   -0.622519	   0.717937
Q566J8  	     -1.3251	  -0.0589437	    0.522313	    0.86173
Q8C3R1  	    0.451175	    0.500999	    0.520836	   -1.47301
E9QLQ3  	   -0.512642	   -0.424868	   -0.129777	    1.06729
Q60961-2	    0.755375	     1.06495	    -1.01514	  -0.805185
E9QM14  	    0.236747	   -0.788024	   -0.177558	   0.728835
E9QM38  	    0.752073	    0.398612	    -1.08795	 -0.0627396
O70305  	    0.291588	    -1.20793	    0.282036	   0.634305
Q8CES0  	   -0.434722	   -0.132392	    0.507331	  0.0597839
E9QMD3  	    0.963839	    -1.08472	    0.346271	  -0.225391
E9QME5  	     1.04957	   -0.569819	    0.371907	  -0.851656
Q99J72-4	   -0.179407	   -0.522488	     -0.3234	    1.02529
E9QMJ1  	     -1.0999	    0.702857	      0.1649	   0.232148
Q8BH86  	   -0.107289	    0.546694	    -1.26048	   0.821076
Q9QXS1-3	   -0.846617	  -0.0228191	    0.278645	   0.590791
P05622  	   -0.441433	     1.55138	    -1.02352	 -0.0864282
E9QN31  	    0.628787	    -1.53261	    0.232285	    0.67154
Q8CIM3  	    -1.05444	    0.686926	    -0.33023	   0.697742
Q91WK0-2	  0.00371334	    -1.10267	  -0.0391225	    1.13808
P02469  	      1.5733	   -0.121411	   -0.878412	  -0.573481
Q9QXS1-2	     1.14184	    -1.06404	   -0.558793	   0.480997
E9QNG1  	    0.588905	    0.415378	    0.576526	   -1.58081
Q5XG73-2	   -0.853347	  -0.0956983	    0.886373	  0.0626717
Q60680  	    -1.27248	    0.524183	     1.14142	  -0.393123
E9QNN1  	     1.18805	    -1.29103	   -0.279803	   0.382775
E9QNQ4  	    -1.15303	     0.34982	   -0.242611	    1.04583
Q8VD62  	    0.116664	   -0.925972	   -0.180023	    0.98933
E9QNX9  	     0.62763	    0.419862	    0.548625	   -1.59612
E9QP46  	     -1.1392	   -0.171394	  -0.0598806	    1.37047
Q6PGF3  	    0.940604	    0.441602	    -0.88425	  -0.497956
E9QP99  	    -1.46949	    0.198438	    0.334766	   0.936289
P59328-3	     1.04573	    0.634767	   -0.451456	   -1.22904
Q3UIK4-2	    0.290432	    -1.43808	    0.275183	   0.872461
G5E8R3  	    -1.14966	    0.391555	    -0.49694	    1.25504
Q6A026  	    0.587674	    0.546405	   -0.983961	  -0.150117
Q8R1U2  	   -0.681678	    0.890666	    -1.13042	   0.921436
Q9JKK8  	    0.245421	     0.59015	    0.763926	    -1.5995
Q8VE91-3	   -0.359631	   -0.222854	     1.14569	  -0.563205
Q3TIZ5  	    -1.11738	    0.578149	    0.498314	  0.0409149
Q9CXZ1  	   -0.739431	   -0.360807	   -0.139936	    1.24017
E9QQ10  	     -1.0617	   -0.755676	    0.614037	    1.20334
E9QQ38  	     1.07948	   -0.569646	     0.33207	  -0.841902
F2Z3U3  	  -0.0744169	   -0.408828	     1.15794	  -0.674693
F2Z400  	   0.0635546	   -0.931086	  -0.0370259	   0.904557
F2Z446  	     1.29992	   -0.616023	   -0.390059	  -0.293838
F2Z4A3  	      1.0044	    0.739619	    -1.31717	   -0.42684
Q6DIC0  	    0.137736	     1.20523	    -1.27967	 -0.0632996
F2Z4B3  	    0.643373	   -0.595713	   -0.534707	   0.487048
F6QZB1  	     1.07008	    0.457151	   -0.891027	  -0.636201
F6RG68  	    0.618772	    0.267993	     0.23805	   -1.12482
F6RJ39  	   -0.626432	    -1.07866	    0.452879	    1.25221
F6RJC1  	    0.473334	     1.18451	   -0.622904	   -1.03494
F6RJV6  	   -0.645499	     1.00165	   -0.854195	   0.498046
F6RPJ9  	     1.13424	   -0.178197	    -1.17643	   0.220389
F6S062  	    0.817387	    0.138248	      0.4015	   -1.35713
F6SPK0  	    0.173988	   -0.738635	   -0.507577	    1.07222
Q60739  	    0.436464	    0.268192	    -1.42959	   0.724939
F6TFF2  	   -0.044664	     1.18199	    -1.33746	    0.20014
Q8BSF4  	    0.619393	    -1.42808	    0.972549	  -0.163862
F6UK66  	    0.501401	   -0.951347	    0.377665	  0.0722815
Q3UMG5-3	     1.29135	   -0.350726	   -0.211876	  -0.728752
P68254  	    -1.36316	    -0.23542	     0.57873	    1.01985
F6W623  	    0.265071	   -0.096141	    0.790434	  -0.959364
V9GXJ9  	   -0.140396	    -1.18123	     0.81486	   0.506767
F6XC25  	    -1.21694	    0.143556	   -0.174443	    1.24783
F6XWD4  	     1.04658	   -0.767456	    0.747171	    -1.0263
F6Y616  	    0.646265	    0.837015	   -0.969109	  -0.514171
P59997  	     1.09049	    0.544662	   -0.966183	  -0.668968
F6YTC4  	  -0.0763903	    -1.03337	    0.482527	   0.627236
F6YTG0  	   -0.535583	   -0.697713	  -0.0499659	    1.28326
F6ZBR8  	    0.324024	   -0.868528	    0.283862	   0.260642
F6ZDS4  	   -0.599088	    -1.04342	    0.287167	    1.35534
F6ZFT1  	   -0.572639	   -0.229472	   -0.493819	    1.29593
F6ZQA3  	   0.0816693	   -0.806035	   -0.737582	    1.46195
F7AA26  	    -1.47151	  -0.0716967	    0.631973	    0.91123
F7BCP8  	    0.219967	     1.18931	   -0.291832	   -1.11745
F7C846  	   -0.297133	   0.0586461	   -0.896514	      1.135
F7CVJ5  	   -0.789704	   -0.824452	     0.94994	   0.664216
F7DBB3  	   -0.806786	    -1.09686	    0.850496	    1.05315
F8VPK0  	   -0.345936	   -0.983359	   -0.110116	    1.43941
F8VPN4  	    0.556187	    0.882186	   0.0269061	   -1.46528
F8VPP8  	   -0.230305	     0.85287	   -0.216744	  -0.405821
F8VPQ2  	  -0.0262148	    0.211783	    -1.00693	   0.821359
F8VPQ4  	    -1.39085	    0.291019	    0.979966	   0.119862
P45481  	    0.462302	    0.532059	    0.248316	   -1.24268
F8VPU2  	     0.35769	    0.721702	    -1.32792	   0.248525
Q6A4J8  	   -0.929807	   -0.273026	    0.392241	   0.810592
F8VPZ3  	     0.47413	    0.683673	   -0.123359	   -1.03444
F8VQ06  	    0.634444	   -0.280647	   -0.692528	   0.338731
F8VQ29  	     1.10889	    0.726774	   -0.570542	   -1.26512
F8VQ54  	    0.283281	    0.453947	    0.211968	  -0.949195
Q8VDD9  	   -0.841883	   0.0933569	   -0.353509	    1.10204
F8VQB6  	     1.00716	    0.817608	     -1.0595	  -0.765268
F8VQC1  	     -0.9726	   -0.588287	     0.39551	    1.16538
F8VQC7  	    -1.06153	   -0.757084	     0.61906	    1.19955
Q05909  	   -0.466728	    0.423157	     0.43331	  -0.389739
F8VQF9  	   -0.566124	     1.59254	    -0.70663	  -0.319789
F8VQJ3  	     1.59035	   -0.648801	   -0.633195	  -0.308357
P16056  	    0.266459	    0.676873	    0.349253	   -1.29258
F8VQL9  	    0.714071	    0.850144	   -0.347221	   -1.21699
Q8R4H2  	    0.443163	    0.557656	    -1.14036	   0.139537
F8WGD9  	    -1.02751	   -0.305598	    0.572116	   0.760989
F8WGI9  	    -1.09079	    0.288313	     1.08009	  -0.277611
Q3U2I3-2	    0.679441	   -0.410823	   -0.874381	   0.605763
Q8CIE6  	    0.743859	    0.947824	   -0.976984	    -0.7147
Q8C5D8-3	   -0.108701	   0.0784246	    0.826336	   -0.79606
F8WHT3  	     1.10414	    0.604964	   -0.486211	    -1.2229
F8WHY8  	     1.13999	    0.572406	    -1.09529	  -0.617109
F8WI22  	     0.51238	   0.0585533	    0.586353	   -1.15729
F8WIA3  	    0.761006	   -0.230569	   -0.984288	    0.45385
F8WID5  	    -1.06853	    0.143923	   -0.162629	    1.08724
F8WIE5  	     1.20677	   -0.731268	    0.302077	   -0.77758
Q9Z207  	    0.850623	    0.297249	    0.406347	   -1.55422
Q9JIS8  	      1.3204	   -0.908753	   -0.443707	  0.0320592
P10923  	    0.956802	    0.802338	    -1.24774	  -0.511395
F8WIT2  	    0.316826	     1.29943	    -1.22903	  -0.387221
Q9D1K7  	   -0.081602	     1.29554	   -0.384817	  -0.829117
Q3T9X3  	   -0.658806	     -1.0692	    0.320198	    1.40781
F8WIX8  	    0.984255	  -0.0411348	    -1.08543	   0.142309
Q9ESV0  	    0.286618	    -1.36495	   0.0892031	   0.989129
F8WJI3  	   -0.451324	   -0.412567	     1.16672	  -0.302827
F8WJK8  	     1.10129	   -0.829798	   0.0369707	  -0.308467
G3UVU9  	     0.74047	      -1.315	 -0.00240412	   0.576937
G3UVV4  	   -0.455581	   -0.966565	    0.113286	    1.30886
G3UW58  	    0.631556	    0.694413	   -0.769525	  -0.556444
Q99K43  	    0.764824	   -0.751994	     0.56968	  -0.582509
G3UWA6  	   -0.777647	     -1.0739	    0.799909	    1.05164
Q03347-3	    0.723964	    0.656852	   -0.113676	   -1.26714
G3UWD8  	    -1.42031	   0.0378272	     0.57106	    0.81142
P62897  	   -0.644102	   -0.359047	    -0.37116	    1.37431
G3UWH9  	   -0.392749	   -0.629228	    0.158676	   0.863301
Q7TNP2  	   0.0292621	     0.30369	    0.732144	    -1.0651
P35601-2	    0.841288	    0.867272	   -0.838332	  -0.870229
G3UWZ0  	     1.14828	   -0.691913	    0.399661	  -0.856026
G8JL74  	   -0.824033	      0.1313	   0.0759884	   0.616744
Q9R1B9  	   0.0104049	      1.2874	    -1.31275	  0.0149487
G3UXW9  	     1.21176	   -0.948639	   -0.196012	 -0.0671074
G3UXZ5  	    -1.37999	    0.349645	  -0.0903493	    1.12069
Q8CCS6-2	     -0.6501	    -0.76098	    0.167257	    1.24382
O35280-2	     1.19228	    0.555876	    -1.12886	  -0.619297
G3UYG6  	     1.05325	    -0.41278	   -0.481201	  -0.159272
G3UYV7  	    0.370633	   -0.753024	    0.693064	  -0.310673
G3UYW1  	    0.871553	    0.355316	   -0.155924	   -1.07095
G3UZ44  	    0.846166	    0.745423	   -0.964756	  -0.626833
G3UZ63  	    0.906871	    -1.29028	   -0.229667	   0.613075
G3UZK1  	     0.49632	    0.858106	    -1.26523	 -0.0891971
Q69ZK6  	  -0.0637021	   0.0820089	    0.554307	  -0.572614
G3X8P6  	   -0.763517	  -0.0195149	    0.845451	 -0.0624189
O54754  	   -0.925832	    0.697658	    0.664672	  -0.436498
G3X8Q1  	   -0.501172	   -0.467905	     1.47894	  -0.509866
Q8VCX6  	    -0.26955	   -0.826485	   -0.276294	    1.37233
G3X8R5  	     1.27528	    -0.68813	   -0.335631	  -0.251518
Q5DTZ3  	  -0.0730817	    0.749946	    -1.37258	   0.695719
Q8CFK2  	   -0.930116	    0.955928	   -0.365948	   0.340136
G3X8S8  	     1.09655	    0.031157	   -0.178981	  -0.948723
P16675  	    0.627198	    0.751748	   -0.198359	   -1.18059
G3X8U3  	    0.151207	    -1.15847	    0.630269	   0.376994
O88622-2	    -1.13201	    0.147329	    0.593488	   0.391198
G3X8X0  	     1.07395	    -1.04958	   -0.611111	   0.586741
Q920Q4  	   -0.355758	   -0.555719	   0.0706506	   0.840827
G3X8Y3  	    0.530192	    -1.39182	    0.901288	 -0.0396592
G3X922  	    -1.12969	     0.60251	   -0.334253	   0.861433
Q3TWF6  	    0.952734	   -0.359917	    0.121576	  -0.714394
Q920B9  	     0.50227	    -1.13514	   -0.240676	   0.873544
G3X972  	    -1.04786	    0.931796	   -0.654433	   0.770492
Q66JZ4  	   0.0100478	   -0.301519	   -0.719543	    1.01101
G3X9B1  	    0.248369	    -1.60207	    0.676731	   0.676973
Q8BQ89  	   -0.251791	     1.12458	   0.0727604	  -0.945546
Q8VD26-2	   -0.736848	   -0.159878	    0.380018	   0.516707
P42859  	   -0.314428	    0.012806	     1.14754	  -0.845917
G3X9J0  	  -0.0752914	    -1.13609	     1.39807	  -0.186686
G3X9L6  	    -1.26859	    0.516228	    0.391008	   0.361359
Q9ER88  	     -1.2232	   -0.178756	    0.205356	     1.1966
Q9JKP5  	    -0.13049	    0.763202	    0.319008	   -0.95172
G3X9T5  	    0.540821	   0.0221038	    0.666384	   -1.22931
P49117  	   0.0582793	    0.637522	    0.696801	    -1.3926
H3BJ52  	     0.38398	   -0.135832	     0.70258	  -0.950727
O88879-2	    0.704783	   -0.848254	    0.503103	  -0.359632
G3XA17  	    0.100893	    -1.29714	     1.06015	   0.136097
G5E829  	   -0.830832	    0.139283	   -0.571212	    1.26276
G5E837  	    0.352221	    0.685606	    0.170289	   -1.20812
G5E850  	    -1.24532	   0.0623104	   0.0136168	    1.16939
Q99NB9  	      1.1134	    -1.32878	    0.487403	  -0.272024
G5E870  	    0.914118	   -0.915109	    0.477257	  -0.476266
Q3TUH1  	   -0.433294	   -0.260084	   -0.515501	    1.20888
G5E895  	    0.158732	    0.700261	     -1.4028	   0.543808
G5E896  	    0.969428	   -0.466908	     -0.5518	  0.0492788
G5E897  	    0.765411	   0.0456042	   -0.395234	  -0.415782
G5E8A7  	    0.588583	    0.234804	    0.311182	   -1.13457
G5E8B1  	    0.404296	    0.605164	    0.188158	   -1.19762
Q8BHL4  	    -1.30174	   -0.314772	     1.01825	   0.598261
Q8BRH0  	    -0.14131	   -0.728589	   -0.280502	     1.1504
G5E8E1  	    0.614635	    -1.63136	    0.514656	   0.502074
Q8CGZ0  	   0.0112338	    -1.30549	    0.268028	    1.02622
G5E8J0  	    0.443281	     0.79132	    -1.23069	-0.00390943
Q8K1X1  	   -0.918008	   -0.165189	    -0.14268	    1.22588
Q62136  	    0.893997	   -0.893464	  -0.0283865	   0.027853
G5E8J9  	    0.232532	     -1.1549	   -0.143995	    1.06636
G5E8K5-2	    0.290044	    0.747119	    0.543484	   -1.58065
Q61083  	    -1.18254	  -0.0105155	     1.28371	 -0.0906585
P06151  	   -0.545976	    -1.09754	    0.301447	    1.34207
Q9JLV6  	    -1.02906	   -0.548581	     0.55699	    1.02065
G5E8Q4  	     0.99304	    0.906342	   -0.836036	   -1.06335
G5E8R2  	    -1.15099	  0.00468126	   0.0423113	      1.104
Q922D4-2	    0.697812	   -0.905735	   -0.685712	   0.893635
Q91VL0  	     1.00746	   -0.818045	    0.645946	  -0.835363
G5E924  	   0.0919399	    -1.32118	  -0.0538679	    1.28311
H3BIX4  	    0.297671	     0.97846	   -0.726326	  -0.549805
Q8BIE6  	     1.09291	   -0.529324	   0.0315379	  -0.595124
Q8R088  	    0.505128	    0.830723	     -1.2477	 -0.0881495
Q60875-5	   -0.619423	    -1.14163	     1.11821	    0.64284
H3BJ51  	    0.744922	    0.103928	     0.64967	   -1.49852
H3BJ97  	     1.09609	    0.141427	    -1.04522	  -0.192301
H3BJH6  	    -1.26946	    0.693308	    0.613268	 -0.0371133
H3BJJ1  	   -0.104755	  -0.0172212	    0.774431	  -0.652456
H3BJW3  	   -0.229583	   0.0305222	     0.12751	  0.0715512
H3BK72  	      -1.139	    0.869693	    0.965832	  -0.696523
P42567  	     1.10823	    -0.34195	   -0.267091	  -0.499186
H3BKC5  	  -0.0015418	   0.0188791	   -0.747267	   0.729929
Q9R0P3  	   -0.683942	    -1.15782	    0.697156	     1.1446
H3BKM2  	    0.484206	    -1.32655	    0.659043	   0.183298
O08784  	   -0.681207	    -1.13498	     0.64757	    1.16861
Q811I0  	   -0.315516	   -0.130616	   -0.281181	   0.727313
H7BX14  	   -0.257493	    0.980046	   -0.506526	  -0.216027
H7BX26  	    0.095675	     -1.4874	    0.251197	    1.14053
Q6PDM2  	    0.786204	   -0.970372	   -0.100148	   0.284316
H9H9S3  	     -1.1742	      0.6069	    0.705719	  -0.138421
